Vers,Phonétique,Syllabes
s'accroupir vers le soir de vieilles filandières,szakRupiRvERl@swaR|d@vjEj@filAdiER,13
qui d'une main calleuse agitant leur coton,kidtyn@me~kal2z|aZitAl9RkOtC,12
faibles sur leur genou laissent choir leur menton ,fEbl@syRl9RZ@nu|lEsSwaRl9RmAtC,11
de même l'on dirait que par l'âge lassée,d@mEm@lCdiRE|k@paRlaZlase,11
cette pauvre maison honteuse et fracassée,sEt@povR@mEzC|Ct2zefRakase,12
s'est accroupie un soir au bord de ce chemin,szEtakRupie~swaR|obORd@s@S@me~,12
c'est là que don paez le lendemain matin,sElak@dCpaEs|l@lAd@me~mate~,12
se rendait  il monta les marches inégales,s@RAdEtilmCta|lemaRS@zinegal,12
dont la mousse et le temps avaient rompu les dalles,dClamusel@tAz|avERCpyledal,12
 dans une chambre basse après qu'il fut entré,dAzyn@SAbR@bas|apREkilfytAtRe,12
il regarda d'abord d'un air mal assuré,ilR@gaRdadtabOR|dt|e~ERmalasyRe,12
point de lit au dedans  une fumée étrange,pwe~d@litod@dAz|yn@fymeetRAZ,12
seule dans ce taudis atteste qu'on y mange,s9l@dAs@todiz|atEst@kCimAZ,12
ici deux grands bahuts des tabourets boiteux,isid2gRAbay|detabuREbwat2,12
cassant à tout propos quand on s'assoit sur eux ,kasAtatupROpo|kAtCszaswasyR2,12
 des pots   mille haillons   et sur la cheminée,depoajCz|esyRlaS@mine,12
où chantent les grillons la nuit et la journée,uSAtlegRijCla|nHitelaZuRne,11
quatre méchants portraits pendus représentant,katR@meSApORtRE|pAdyR@pRezAtA,12
des faces qui feraient fuir en enfer satan,defas@kif@RE|fHiRAAfERsatA,12
 femme dit don paez es-tu là   sur la porte,fam@didCpaEs|EtylasyRlapORt,12
pendait un vieux tapis de laine rousse en sorte,pAdEte~vj2tapi|d@lEn@RusAsORt,12
que le jour en tout point trouait le canevas ,k@l@ZuRAtupwe~|tRuEl@kan@va,12
pour l'écarter du mur paez leva le bras,puRlekaRtedymyR|paEsl@val@bRa,12
 entre  répond alors une voix éraillée,AtR@RepCtalORz|yn@vwazeRaje,12
sur un mauvais grabat de lambeaux habillée,syRe~mOvEgRaba|d@lAboabije,12
une femme pieds nus découverte à moitié,yn@fam@pjeny|dekuvERtamwatje,12
gisait  c'était horreur de la voir  et pitié,ZizEsetEOR9R|d@lavwaRepitje,12
peut-être qu'à vingt ans elle avait été belle ,p2EtR@kave~ttAz|ElavEtetebEl,12
mais un précoce automne avait passé sur elle ,mEze~pRekOsOtOn|avEpasesyREl,12
et noire comme elle est on dirait à son teint,enwaR@kOmElEt|CdiREtasCte~,12
que sur son front hâlé ses cheveux ont déteint,k@syRsCfRCale|seS@v2zCdete~,12
a dire vrai c'était une fille de joie,adiR@vREsetEt|yn@fij@d@Zwa,12
vous l'eussiez vue un temps en basquine de soie,vulysjevye~tAz|Abaskin@d@swa,12
et l'on se retournait quand avec son grelot,elCs@R@tuRnE|kAtavEksCgR@lo,12
la belisa passait sur sa mule au galop,labElisapasE|syRsamylogalo,12
c'étaient des boléros des fleurs des mascarades,setEdebOleRo|defl9RdemaskaRad,12
la misère aujourd'hui l'a prise  les alcades,lamizERojuRdji|l|apRiz@lezalcad,12
connaissant le taudis pour triste et mal hanté,kOnEsAl@todi|puRtRistemalAte,12
la laissent sous son toit mourir par charité,lalEssusCtwamuRiRpaRSaRite,11
là depuis quelques ans elle traîne une vie,lad@pHikElk@zAz|El@tREnyn@vi,12
que soutient à grand'peine une sale industrie ,k@sutje~tagRApEn|yn@sale~dystRi,12
elle passe à madrid pour sorcière et les gens,El@pasamadRid|puRsORsjEReleZA,12
du peuple vont la voir à l'insu des sergents,dyp9pl@vClavwaR|ale~sydesERZA,12
don paez cependant hésitant à sa vue,dCpaEss@pAdA|ezitAtasavy,12
elle lui tend les bras et sur sa gorge nue,El@lHitAlebRaz|esyRsagORZ@ny,12
qui se levait encor pour un embrassement,kis@l@vEtAkor|puRe~Abras@mA,12
elle veut l'attirer,El@v2latiRe|,6
quatre mots seulement,katR@mos9l@mA|,6
vieille  me connais-tu  prends cette bourse et songe,vjEj@m@kOnEty|pRAsEt@buRsesCZ,12
que je ne veux de toi ni conte ni mensonge,k@Z@n@v2d@twa|nikCt@nimAsCZ,12
de l'or beau cavalier  je sais ce que tu veux ,d@lORbokavalje|Z@sEs@k@tyv2,12
quelque fille de france avec de beaux cheveux,kElk@fij@d@fRAns|avEkd@boS@v2,12
bien blonds   j'en connais une,bje~blCZAkOnEzyn|,6
elle perdrait sa peine ,El@pERdREsapEn|,6
je n'ai plus maintenant d'amour que pour ma haine,Z@neplyme~t@nA|dt|amuRk@puRmaEn,12
ta haine  ah  je comprends  c'est quelque trahison ,taEnaZ@kCpRA|s|EkElk@tRaizC,12
ta belle t'a fait faute et tu veux du poison,tabEl@ttafEfot|etyv2dypwazC,12
du poison j'en voulais d'abord  mais la blessure,dypwazCZAvulE|dt|abORmElablesyR,12
d'un poignard est je crois plus profonde et plus sûre,dte~pwanjaRtEZ@kRwa|plypROfCdeplysyR,12
mon fils ta main est faible encor   tu manqueras,mCfiltame~EfEbl|AkortymAk@Ra,12
ton coup et mon poison ne le manquera pas,tCkuemCpwazC|n@l@mAk@Rapa,12
regarde comme il est vermeil  il donne envie,R@gaRd@kOmilE|vERmEjildOnAvi,12
d'y goûter   on dirait que c'est de l'eau-de-vie,dtiguteCdiRE|k@sEd@lod@,11
non  je ne voudrais pas vois-tu la voir mourir,nCZ@n@vudREpa|vwatylavwaRmuRiR,12
empoisonnée   on a trop longtemps à souffrir,ApwazOneCa|tRolCtAzasufRiR,12
il faudrait rester là deux heures et peut-être,ilfodREREstela|d29R@zep2EtR,12
l'achever  ton poison c'est une arme de traître ,laS@vetCpwazC|s|EtynaRm@d@tREtR,12
c'est un chat qui mutile et qui tue à plaisir,sEte~Sakimytil|ekityapleziR,12
un misérable rat dont il a le loisir,e~mizeRabl@Ra|dCtilal@lwaziR,12
et puis cet attirail cette mort si cruelle,epHisEttatiRaj|sEt@mORsikRyEl,12
ces sanglots ces hoquets  non non  elle est trop belle ,sesAgloseOkE|nCnCElEtRobEl,12
elle mourra d'un coup,El@muRadte~ku|,6
alors que me veux-tu ,alORk@m@v2ty|,6
écoute  a-t-on raison de croire à la vertu,ekutatREzCd@|kRwaRalavERty,11
des philtres   dis-moi vrai,defiltR@dimwavRE|,6
vois-tu sur cette planche,vwatysyRsEt@plAS|,6
ce flacon de couleur brune où trempe une branche ,s@flakCd@kul9R|bRynutRApyn@bRAS,12
approches-en ta lèvre et tu sauras après,apROS@zAtalEvR|etysoRazapRE,12
si les discours qu'on tient sur les philtres sont vrais,silediskuRkCtje~|syRlefiltR@sCvRE,12
donne  je vais t'ouvrir ici toute mon âme ,dOn@Z@vEttuvRiR|isitut@mCam,12
après tout vois-tu bien je l'aime cette femme,apREtuvwatybje~|Z@lEm@sEt@fam,12
un cep depuis cinq ans planté dans un rocher,e~cEpd@pHise~kA|plAtedAze~ROSe,12
tient encore assez ferme à qui veut l'arracher,tje~tAkORasefERm|akiv2laRaSe,12
c'est ainsi belisa qu'au cœur de ma pensée,sEte~sibElisa|k|ok9rd@mapAse,12
tient et résiste encor cette amour insensée,tje~teRezistAkor|sEtamuRe~sAse,12
quoi qu'il en soit il faut que je frappe  et j'ai peur,kwakilAswatilfo|k@Z@fRapeZep9R,12
de trembler devant elle,d@tRAbled@vAtEl|,6
as-tu si peu de cœur ,astysip2d@k9r|,6
elle mourra sorcière en m'embrassant,El@muRasORsjER|AmAbRasA,10
écoute,ekut,2
es-tu bien sûr de toi  sais-tu ce qu'il en coûte,Etybje~syRd@twa|sEtys@kilAkut,12
pour boire ce breuvage ,puRbwaR@s@bR9vaZ|,6
en meurt-on ,Am9RtC,3
tu seras,tys@Ra,3
tout d'abord comme pris de vin  tu sentiras,tudtabORkOm@pRi|d@ve~tysAtiRa,12
tous tes esprits flottants comme une langueur sourde,tustezEspRiflOtA|kOmyn@lAg9RsuRd,12
jusqu'au fond de tes os et ta tête si lourde,ZyskofCd@tezOsz|etatEt@siluRd,12
que tu la croirais prête à choir à chaque pas ,k@tylakRwaREpREt|aSwaRaSak@pa,12
tes yeux se lasseront  et tu t'endormiras  ,tezj2s@las@RCt|etyttAdORmiRa,12
mais d'un sommeil de plomb sans mouvement sans rêve,mEdte~sOmEjd@plC|sAmuv@mAsAREv,12
c'est pendant ce moment que le charme s'achève,sEpAdAs@mOmA|k@l@SaRm@szaSEv,12
dès qu'il aura cessé mon fils quand tu serais,dEkilORasese|mCfilkAtys@RE,12
plus cassé qu'un vieillard ou que dans les forêts,plykaseke~vjEjaRt|uk@dAlefORE,12
sont ces vieux sapins morts qu'en marchant le pied brise,sCsevj2sape~mOR|k|AmaRSAl@pjebRiz,12
et que par les fossés s'en va poussant la bise,ek@paRlefose|sz|AvapusAlabiz,12
tu sentiras ton cœur bondir de volupté,tysAtiRatCk9r|bCdiRd@vOlypte,12
et les anges du ciel marcher à ton côté ,elezAZ@dysjEl|maRSeatCkote,12
et souffre-t-on beaucoup pour en mourir ensuite ,esufR@tbokupuR|AmuRiRAsHit,11
oui mon fils,wimCfil,3
donne-moi ce flacon  meurt-on vite ,dOn@mwas@flakC|m9RtCvit,9
non  lentement,nClAt@mA,4
adieu ma mère ,adj2mamER,4
le flacon,l@flakC,3
vide il le reposa sur le bord du balcon ,vidill@R@poza|syRl@bORdybalkC,12
puis tout à coup stupide il tomba sur la dalle,pHitutakustypid|iltCbasyRladal,12
comme un soldat blessé que renverse une balle,kOme~sOldablese|k@RAvERsyn@bal,12
 viens dit la belisa l'attirant viens dormir,vje~dilabElisa|l|atiRAvje~dORmiR,12
dans mes bras et demain tu viendras y mourir ,dAmebRazed@me~|tyvje~dRazimuRiR,12
comme elle est belle au soir aux rayons de la lune,kOmElEbEloswaR|oREjCd@lalyn,12
peignant sur son col blanc sa chevelure brune ,penjAsyRsCkOlblA|saS@v@lyR@bRyn,12
sous la tresse d'ébène on dirait à la voir,sulatREs@dtebEn|CdiREtalavwaR,12
une jeune guerrière avec un casque noir ,yn@Z9n@gERjER|avEke~kask@nwaR,12
son voile déroulé plie et s'affaisse à terre,sCvwal@deRule|plieszafEsatER,12
comme elle est belle et noble  et comme avec mystère,kOmElEbElenObl|ekOmavEkmistER,12
l'attente du plaisir et le moment venu,latAt@dypleziR|el@mOmAv@ny,12
font sous son collier d'or frissonner son sein nu ,fCsusCkOljedtOR|fRisOnesCse~ny,12
elle écoute  déjà dressant mille fantômes,Elekut@deZa|dResAmil@fAtom,12
la nuit comme un serpent se roule autour des dômes ,lanHikOme~sERpA|s@RulotuRdedom,12
madrid de ses mulets écoutant les grelots,madRidd@semylEz|ekutAlegR@lo,12
sur son fleuve endormi promène ses falots,syRsCfl9vAdORmi|pROmEn@sefalo,12
 on croirait que féconde en rumeurs étouffées,CkRwaREk@fekCd|ARym9Rzetufe,12
la ville s'est changée en un palais de fées,lavil@szESAZe|Ae~palEd@fe,12
et que tous ces granits dentelant les clochers,ek@tussegRanit|dAtelAleklOSe,12
sont aux cimes des toits des follets accrochés,sCtosim@detwa|defolEzakROSe,12
la señora pourtant contre sa jalousie,laseJorapuRtA|kCtR@saZaluzi,12
collant son front rêveur à sa vitre noircie,kOlAsCfRCREv9R|asavitR@nwaRsi,12
tressaille chaque fois que l'écho d'un pilier,tResaj@Sak@fwa|k@lekodte~pilje,12
répète derrière elle un pas dans l'escalier,RepEt@dERjEREl|e~padAlEskalje,12
 oh  comme à cet instant bondit un cœur de femme ,okOmasEtte~stA|bCdite~k9rd@fam,12
quand l'unique pensée où s'abîme son âme,kAlynik@pAse|uszabim@sCam,12
fuit et grandit sans cesse et devant son désir,fHitegRAdisAsEs|ed@vAsCdeziR,12
recule comme une onde impossible à saisir ,R@kyl@kOmynCd|e~pOsiblaseziR,12
alors le souvenir excitant l'espérance,alORl@suv@niR|EksitAlEspeRAs,12
l'attente d'être heureux devient une souffrance ,latAt@d2R2d@vje~tyn@sufRAs,13
et l'œil ne sonde plus qu'un gouffre éblouissant,el2jn@sCd@ply|k|e~gufRebluisA,12
pareil à ceux qu'en songe alighieri descend,paREjas2kAsCZ|aligHeRidesA,12
silence   voyez-vous le long de cette rampe,silAs@vwajevu|l@lCd@sEt@RAp,12
jusqu'au faîte en grimpant tournoyer une lampe ,ZyskofEtAgRe~pA|tuRnwajeyn@lAp,12
on s'arrête   on l'éteint  un pas précipité,CszaREtClete~t|e~papResipite,12
retentit sur la dalle et vient de ce côté,R@tAtisyRladal|evje~d@s@kote,12
 ouvre la porte inès et vois-tu pas de grâce,uvR@lapORtinEsz|evwatypad@gRas,12
au bas de la poterne un manteau gris qui passe ,obad@lapoteRn|e~mAtogRikipas,12
vois-tu sous le portail marcher un homme armé ,vwatysul@pORtaj|maRSee~OmaRme,12
c'est lui c'est don paez   salut mon bien-aimé ,sElHisEdCpaEs|salymCbje~eme,12
salut  que le seigneur vous tienne sous son aide ,salyk@l@sEnj9R|vutjEn@susCEd,12
êtes-vous donc si las paez ou suis-je laide,Et@vudCksila|paEsusHiZ@lEd,12
que vous ne venez pas m'embrasser aujourd'hui ,k@vun@v@nepa|m|AbRaseojuRdji,12
j'ai bu de l'eau-de-vie à dîner je ne puis,Zebyd@lod@a|dineZ@n@pHi,11
qu'avez-vous mon amour  pourquoi fermer la porte,kavevumCamuR|puRkwafERmelapORt,12
au verrou  don paez a-t-il peur que je sorte ,oveRudCpaEs|atp9Rk@Z@sORt,11
c'est plus aisé d'entrer que de sortir d'ici,sEplyzezedtAtRe|k@d@sORtiRdtisi,12
vous êtes pâle ô ciel  pourquoi sourire ainsi ,vuEt@pal@o|sjElpuRkwasuRiRe~si,13
tout à l'heure en venant je songeais qu'une femme,tutal9RAv@nA|Z@sCZEkyn@fam,12
qui trahit son amour juana doit avoir l'âme,kitRaisCamuR|RuanadwatavwaRlam,13
faite de ce métal faux dont sont fabriqués,fEt@d@s@metal|fodCsCfabRike,12
la mauvaise monnaie et les écus marqués,lamOvEz@mOnE|elezekymaRke,12
vous avez fait un rêve aujourd'hui je suppose ,vuzavefEte~REv|ojuRdjiZ@sypoz,12
un rêve singulier  donc pour suivre la chose,e~REv@se~gylje|dCkpuRsHivR@laSoz,12
cette femme-là doit disais-je assurément,sEt@fam@ladwa|dizEZ@asyRemA,13
quelquefois se méprendre et se tromper d'amant,kElk@fwas@mepRAdR|es@tRCpedtamA,12
m'oubliez-vous paez et l'endroit où nous sommes ,mublijevupaEselAdRwatunusOm,13
c'est un péché mortel juana d'aimer deux hommes,sEte~peSemORtEl|Ruanadtemed2Om,13
hélas  rappelez-vous que vous parlez à moi,elasRap@levu|k@vupaRleamwa,12
oui je me le rappelle  oui par la sainte foi,wiZ@m@l@RapEl|wipaRlase~t@fwa,12
comtesse ,kCtEs,2
dieu  vrai dieu  quelle folie étrange,dj2vREdj2kEl@fOlietRAZ,9
vous a frappé l'esprit mon bien-aimé  mon ange ,vuzafRapelEspRi|mCbje~ememCAZ,12
c'est moi c'est ta juana  tu ne le connais pas,sEmwasEtaRuanatyn@l@kOnEpa,13
ce nom qu'hier encor tu disais dans mes bras ,s@nCkjERAkor|tydizEdAmebRa,12
et nos serments paez nos amours infinies ,enosERmApaEs|nozamuRze~fini,12
nos nuits nos belles nuits  nos belles insomnies ,nonHinobEl@nHi|nobEl@ze~sOmni,12
et nos larmes nos cris dans nos fureurs perdus ,enolaRm@nokRi|dAnofyR9RpERdy,12
ah  mille fois malheur il ne s'en souvient plus ,amil@fwamal9R|iln@szAsuvje~ply,12
et comme elle parlait ainsi sa main ardente,ekOmEl@paRlEt|e~sisame~aRdAt,12
du jeune homme au hasard saisit la main pendante,dyZ9nOmoazaR|sezilame~pAdAt,12
vous l'eussiez vu soudain pâlir et reculer,vulysjevysude~|paliReR@kyle,12
comme un enfant transi qui vient de se brûler,kOme~AfAtRAzi|kivje~d@s@bRyle,12
 juana murmura-t-il tu l'as voulu   sa bouche,RuanamyRmyRa|t|tylasvulysabuS,12
n'en put dire plus long car déjà sur la couche,nApydiR@plylC|kaRdeZasyRlakuS,12
ils se tordaient tous deux et sous les baisers nus,ils@tORdEtusd2z|esulebezeny,12
se brisaient les sanglots du fond du cœur venus,s@bRizElesAglo|dyfCdyk9rv@ny,12
oh  comme ensevelis dans leur amour profonde,okOmAs@v@li|dAl9RamuRpROfCd,12
ils oubliaient le jour et la vie et le monde ,ilzublijEl@|ZuRelaviel@mCd,13
c'est ainsi qu'un nocher sur les flots écumeux,sEte~sike~noSe|syRleflozekym2,12
prend l'oubli de la terre à regarder les cieux ,pRAlublid@latER|aR@gaRdelesj2,12
mais silence  écoutez  sur leur sein qui se froisse,mEsilAsekute|syRl9Rse~kis@fRwas,12
pourquoi ce sombre éclair avec ces cris d'angoisse ,puRkwas@sCbReklER|avEksekRidtAgwas,12
tout se tait  qui les trouble ou qui les a surpris ,tus@tEkiletRubl|ukilezasyRpRi,12
 pourquoi donc cet éclair et pourquoi donc ces cris ,puRkwadCksEtteklER|epuRkwadCksekRi,12
 qui le saura jamais   sous une nue obscure,kil@soRaZamE|suzyn@nyOpskyR,12
la lune a dérobé sa clarté faible et pure ,lalynadeRObe|saklaRtefEblepyR,12
nul flambeau nul témoin que la profonde nuit,nylflAbonyltemwe~|k@lapROfCd@nHi,12
qui ne raconte pas les secrets qu'on lui dit,kin@RakCt@pa|les@kREkClHidi,12
qui le saura   pour moi j'estime qu'une tombe,kil@soRapuRmwa|Z|Estim@kyn@tCb,12
est un asile sûr où l'espérance tombe,Ete~azil@syR|ulEspeRAs@tCb,12
où pour l'éternité l'on croise les deux bras,upuRletERnite|l|CkRwaz@led2bRa,12
et dont les endormis ne se réveillent pas,edClezAdORmi|n@s@Revejpa,11
les premières clartés du jour avaient rougi,lepR@mjER@klaRte|dyZuRavERuZi,12
l'orient quand le comte onorio luigi,lORjAkAl@kCt|onoRHoluiZi,12
rentra du bal masqué  fatigue ou nonchalance,RAtRadybalmaske|fatigunCSalAs,12
la comtesse à son bras s'appuyait en silence,lakCtEsasCbRa|sz|apHijEtAsilAs,12
et d'une main distraite écartait ses cheveux,edtyn@me~distREt|ekaRtEseS@v2,12
qui tombaient en désordre et voilaient ses beaux yeux,kitCbEtAdezORdR|evwalEsebozj2,12
elle s'alla jeter en entrant dans la chambre,El@szalaZ@te|AAtRAdAlaSAbR,12
sur le bord de son lit  on était en décembre,syRl@bORd@sClit|CetEtAdesAbR,12
et déjà l'air glacé des longs soirs de janvier,edeZalERglase|delCswaRd@ZAvje,12
soulevait par instant la cendre du foyer,sul@vEpaRe~stA|lasAdR@dyfwaje,12
luigi n'approcha pas toutefois de la flamme,luiZinapROSa|patutfwad@laflam,12
qui l'éclairait de loin  il regardait sa femme ,kileklEREd@lwe~|ilR@gaRdEsafam,12
une idée incertaine et terrible semblait,ynidee~sERtEn|eteRibl@sAblE,12
flotter dans son esprit que le sommeil troublait,flOtedAsCEspRi|k@l@sOmEjtRublE,12
le comte commençait à vieillir  son visage,l@kCt@kOmAsEt|avjejiRsCvizaZ,12
paraissait cependant se ressentir de l'âge,paREsEs@pAdA|s@R@sAtiRd@laZ,12
moins que des passions qui l'avaient agité,mwe~k@depasjC|kilavEtaZite,12
c'était un florentin  jeune il avait été,setEte~floRAte~|Z9nilavEtete,12
ce qu'on appelle à rome un coureur d'aventure,s@kCapElaRom|e~kuR9RdtavAtyR,12
débauché par ennui mais triste par nature,deboSepaRAnHi|mEtRist@paRnatyR,12
voyant venir le temps il s'était marié ,vwajAv@niRl@tAz|ilszetEmaRje,12
si bien qu'ayant tout vu n'ayant rien oublié ,sibje~kEjAtuvy|n|EjARje~ublije,13
pourquoi ne pas le dire  il était jaloux  l'homme,puRkwan@pal@diR|iletEZalulOm,12
qui vit sans jalousie en ce bas monde est comme,kivisAZaluzi|As@bamCdEkOm,12
celui qui dort sans lampe  il peut sentir le bras,s@lHikidORsAlAp|ilp2sAtiRl@bRa,12
qui vient pour le frapper mais il ne le voit pas,kivje~puRl@fRape|mEziln@l@vwapa,12
pour le palais luigi la porte en était libre,puRl@palEluiZilapORtAetElibR,13
le comte eût mis en quatre et jeté dans le tibre,l@kCtymizAkatR|eZ@tedAl@tibR,12
quiconque aurait osé toucher sa femme au pied ,kikCkOREtoze|tuSesafamopje,12
car nul pouvoir humain quand il avait prié,kaRnylpuvwaRyme~|kAtilavEpRije,13
ne l'eût fait d'un instant différer ses vengeances,n@lyfEdte~e~stA|difeResevAZAs,12
il avait acheté du ciel ses indulgences ,ilavEtaS@te|dysjElseze~dylZAs,12
on le disait du moins  qui dans rome eût pensé,Cl@dizEdymwe~|kidARomypAse,12
qu'un tel homme pût être impunément blessé ,ke~tElOm@pyEtR|e~pynemAblese,12
mariée à quinze ans noble riche adorée,maRjeake~zA|nObl@RiSadORe,12
de tous les biens du monde à loisir entourée,d@tuslebHe~dymCd|alwaziRAtuRe,12
n'ayant dès le berceau connu qu'une amitié,nEjAdEl@bERso|kOnykynamitje,12
sa femme ne l'avait jamais remercié ,safam@n@lavE|ZamER@mERsje,12
mais quel soupçon pouvait l'atteindre  et qu'était-elle,mEkElsupsCpuvE|l|ate~dReketEtEl,12
sinon la plus loyale et la moins infidèle,sinClaplylwajal|elamwe~ze~fidEl,12
des épouses ,dezepuz,3
luigi s'était levé longtemps,luiZiszetEl@velCtA,9
il parut réfléchir en marchant à pas lents,ilpaRyRefleSiR|AmaRSAtapalA,12
enfin s'arrêtant court   portia vous êtes lasse,Afe~szaRetAkuR|poRsHavuEt@las,12
dit-il car vous dormez tout debout  moi de grâce ,ditilkaRvudORme|tud@bumwad@gRas,12
prit-elle en rougissant  oui j'ai beaucoup dansé,pRitElARuZisAt|wiZebokudAse,12
je me sens défaillir malgré moi  je ne sais,Z@m@sAdefajiR|malgRemwaZ@n@sE,12
reprit onorio quel était ce jeune homme,R@pRitonoRHokEl|etEs@Z9nOm,11
en manteau noir  il est depuis deux jours à rome,AmAtonwaRilE|d@pHid2ZuRzaRom,12
vous a-t-il adressé la parole   de qui,vuzattadResela|paROl@d@ki,11
parlez-vous mon ami  dit portia  de celui,paRlevumCami|dipoRsHad@s@lHi,12
qui se tenait debout à souper ce me semble,kis@t@nEd@but|asupes@m@sAbl,12
derrière vous  j'ai cru vous voir parler ensemble,dERjER@vuZekRy|vuvwaRpaRleAsAbl,12
vous a-t-on dit quel est son nom   je n'en sais rien,vuzatdikElEsC|nCZ@nAsERje~,11
plus que vous dit portia  je l'ai trouvé très bien,plyk@vudipoRsHa|Z@letRuvetREbje~,12
dit luigi n'est-ce pas  et gageons qu'à cette heure,diluiZinEs@|pazegaZCka9R,14
il n'est pas comme vous défaillant que je meure ,ilnEpakOm@vu|defajAk@Z@m9R,12
joyeux plutôt  joyeux  sans doute  et d'où vous vient,Zwaj2plytoZwaj2|sAdutedtuvuvje~,12
s'il vous plaît ce dessein d'en parler qui vous tient ,szilvuplEs@dese~|dt|ApaRlekivutje~,12
 et prit onorio d'où ce dessein contraire,epRitonoRHodtu|s@dese~kCtRER,11
lorsque j'en viens parler de vous en vouloir taire ,lORsk@ZAvje~paRle|d@vuzAvulwaRtER,12
